Country,Year,Population,GDP (Billion USD),Unemployment Rate (%),Internet Users (%),Continent
Canada,2008,934223233,6191.88,3.65,66.44,North America
Canada,2009,82742901,22755.52,19.32,17.08,North America
Germany,2016,452339181,11605.79,17.03,18.3,Europe
UK,2017,678943163,22313.44,20.25,33.51,Europe
Germany,2007,666118640,4233.37,23.6,34.05,Europe
Russia,2006,110231074,5213.01,15.47,59.62,Europe/Asia
India,2008,324497110,8885.34,20.09,12.86,Asia
Canada,2009,606437444,9221.51,6.58,64.77,North America
India,2011,1355359842,18657.4,11.44,46.64,Asia
USA,2014,277503388,15025.32,14.19,25.91,North America
Australia,2014,1086023214,13875.91,14.45,68.15,Oceania
China,2003,1362675460,15099.15,18.52,39.34,Asia
Russia,2003,1162990709,18331.57,20.31,83.65,Europe/Asia
China,2022,713348418,22331.13,17.34,98.06,Asia
Russia,2000,75647301,10427.02,3.09,79.33,Europe/Asia
Brazil,2011,1011800470,20092.86,10.08,76.13,South America
Australia,2024,1168280951,12427.91,15.17,41.61,Oceania
USA,2001,399844417,18079.75,13.68,57.58,North America
Australia,2014,68869533,21883.11,3.03,14.69,Oceania
UK,2016,787690469,902.15,24.55,74.73,Europe
Russia,2006,922244164,13711.08,23.99,70.08,Europe/Asia
China,2005,1241909808,24735.58,19.8,33.97,Asia
Russia,2011,1348004041,12455.99,3.27,57.54,Europe/Asia
UK,2018,307687603,21621.16,11.89,70.46,Europe
Russia,2000,1267559019,4728.91,11.42,42.74,Europe/Asia
Australia,2020,374691225,15146.75,14.83,74.58,Oceania
France,2013,555298144,21770.62,3.29,80.91,Europe
Russia,2003,687379226,10845.17,11.74,29.89,Europe/Asia
Brazil,2004,87168119,12219.38,19.43,36.81,South America
Brazil,2000,1113860401,2142.25,24.95,45.74,South America
Canada,2000,677573441,1150.09,15.7,30.98,North America
Brazil,2020,841193536,11770.84,23.63,79.03,South America
Russia,2005,622163456,21102.54,24.97,60.89,Europe/Asia
Russia,2004,1360575328,23289.97,12.0,43.83,Europe/Asia
France,2001,441106453,16500.46,17.38,11.43,Europe
Brazil,2024,1212580518,20677.33,6.9,39.0,South America
India,2020,380239572,18397.87,12.94,84.45,Asia
Russia,2004,644621971,17567.0,3.8,76.17,Europe/Asia
USA,2008,33102110,19248.92,2.67,16.0,North America
USA,2018,928536425,12682.04,22.54,81.33,North America
China,2020,1198854775,11502.66,21.74,25.94,Asia
France,2014,545617462,4062.67,9.18,97.85,Europe
UK,2012,661134261,21111.0,12.51,87.3,Europe
India,2011,19779723,1210.89,13.35,91.28,Asia
Russia,2004,408302974,6759.36,13.98,78.48,Europe/Asia
Australia,2001,826086408,13045.91,5.1,73.26,Oceania
Germany,2003,134660002,24292.79,19.83,31.75,Europe
Germany,2017,1080406723,19670.73,10.0,62.19,Europe
UK,2020,740309407,9279.91,2.73,71.98,Europe
Canada,2009,1263848109,17877.31,17.56,35.64,North America
Australia,2012,608202429,23291.1,21.09,45.45,Oceania
Germany,2011,439617947,13518.2,23.12,94.29,Europe
UK,2001,959770471,11602.31,17.51,46.31,Europe
Germany,2014,272062940,13869.53,6.4,38.07,Europe
France,2013,1229841769,7857.1,15.56,19.54,Europe
China,2024,907783605,22692.99,22.97,40.38,Asia
Canada,2009,1113042692,19952.32,10.06,64.48,North America
France,2021,285584872,17666.55,23.93,23.15,Europe
Australia,2007,1313227900,14768.39,4.25,63.87,Oceania
UK,2024,1353795318,24239.92,18.75,75.97,Europe
India,2014,606929371,7512.87,4.76,78.37,Asia
Australia,2012,1354003816,7150.07,20.37,97.65,Oceania
Australia,2007,1157739950,6129.24,4.25,48.68,Oceania
Brazil,2020,38276680,18570.22,9.49,12.89,South America
India,2020,42150157,19952.41,19.87,86.07,Asia
USA,2021,338203109,14968.14,12.58,17.43,North America
Brazil,2013,1397787765,16334.39,22.3,86.69,South America
UK,2000,978634995,8789.12,11.24,97.46,Europe
USA,2012,204667559,1089.96,24.88,90.71,North America
Germany,2007,533763773,6415.53,2.43,95.8,Europe
Germany,2017,727697505,14649.15,18.01,12.08,Europe
Australia,2021,1027572964,20342.02,23.07,11.01,Oceania
Brazil,2008,442362217,19452.15,14.33,28.72,South America
Russia,2012,850557773,4569.24,24.74,81.09,Europe/Asia
India,2002,633981969,1381.01,18.28,17.96,Asia
USA,2017,147449184,21278.94,11.88,76.44,North America
India,2009,97937077,1982.17,13.85,11.12,Asia
Brazil,2004,1129316769,9893.45,22.18,75.07,South America
Australia,2024,92714651,2446.22,24.02,32.26,Oceania
France,2005,144210083,14144.81,14.79,49.2,Europe
Germany,2007,530974756,9147.08,9.06,96.91,Europe
USA,2023,649389718,5142.09,7.5,59.1,North America
USA,2006,1390740944,14919.67,12.97,16.64,North America
UK,2020,1348163338,9148.46,8.82,87.71,Europe
USA,2017,396019295,4253.03,11.68,38.81,North America
Brazil,2013,1171387037,17532.15,21.19,62.1,South America
USA,2014,901806153,20936.53,12.86,73.35,North America
USA,2009,1340301271,6916.19,16.74,79.2,North America
India,2020,1242066595,4741.98,4.07,48.49,Asia
Australia,2011,910465843,1973.77,19.53,78.8,Oceania
China,2006,316715641,13244.76,13.11,20.4,Asia
USA,2006,823889828,20799.21,10.3,56.78,North America
Russia,2010,303558698,6344.67,16.05,11.95,Europe/Asia
Australia,2012,222337919,11569.88,4.35,46.16,Oceania
Canada,2014,703797940,4104.01,11.52,42.46,North America
UK,2017,322082503,10164.6,20.65,97.05,Europe
India,2006,186045287,484.58,8.03,45.41,Asia
UK,2005,452981836,22777.15,23.02,90.73,Europe
France,2022,673380004,16946.64,15.88,48.74,Europe
USA,2010,607248090,8387.06,14.44,57.47,North America
Germany,2007,1099229329,22041.84,11.19,41.21,Europe
Russia,2019,1133041320,4654.95,19.07,66.96,Europe/Asia
India,2000,1399236801,2060.47,14.98,75.78,Asia
UK,2007,904814927,23571.28,20.32,80.4,Europe
USA,2007,309950541,7794.52,9.63,71.76,North America
Germany,2018,686943935,23405.74,18.15,39.37,Europe
Germany,2002,844592080,15976.56,23.7,39.42,Europe
France,2004,1289603589,24503.07,8.44,40.96,Europe
Australia,2002,545301584,18860.39,24.56,13.37,Oceania
Russia,2014,1309297772,2726.55,11.44,93.93,Europe/Asia
China,2013,796310629,21320.49,2.89,27.42,Asia
Russia,2020,1203252923,3782.18,10.23,24.17,Europe/Asia
France,2014,534449063,17335.72,5.44,59.16,Europe
Brazil,2023,931171644,12560.15,9.0,14.22,South America
Australia,2016,916552879,17722.35,4.21,84.57,Oceania
India,2017,217760421,19148.24,6.1,87.98,Asia
Australia,2001,104971376,20111.26,4.91,45.41,Oceania
France,2011,160870228,20891.01,3.0,96.46,Europe
France,2015,957738786,21195.89,8.81,38.86,Europe
India,2003,1367821951,10373.1,23.64,33.16,Asia
India,2024,461080284,22241.78,23.84,98.08,Asia
India,2001,381566676,18017.55,21.47,32.28,Asia
Australia,2013,1108352938,20990.38,2.28,49.54,Oceania
USA,2010,553077992,24730.86,2.65,64.46,North America
UK,2012,816406543,2998.73,2.24,38.71,Europe
Canada,2024,1149594820,9327.43,10.43,44.2,North America
India,2006,1328260046,20183.02,24.55,74.15,Asia
UK,2009,778372052,2248.96,22.63,74.35,Europe
Canada,2023,934661892,13565.45,7.76,81.52,North America
Australia,2000,1277201606,21474.11,11.43,62.84,Oceania
UK,2020,64580194,572.88,20.96,30.78,Europe
India,2024,1192070115,23494.02,19.45,39.65,Asia
China,2003,1154233272,24455.81,5.05,90.16,Asia
France,2017,821564187,8124.8,4.48,75.3,Europe
UK,2005,693963201,19193.1,14.51,17.83,Europe
Germany,2001,36590007,3266.68,4.35,77.07,Europe
Germany,2002,486710520,19344.32,20.98,39.43,Europe
UK,2013,875898948,12089.89,7.83,12.07,Europe
India,2007,1131391893,21520.8,6.33,53.05,Asia
Russia,2015,1037679006,5393.9,6.27,88.62,Europe/Asia
India,2018,597175263,16849.18,3.04,49.55,Asia
Australia,2017,889921543,19674.37,16.76,98.0,Oceania
India,2005,338030057,5142.06,5.78,25.85,Asia
Australia,2013,5144458,20475.35,7.37,41.23,Oceania
Russia,2002,1117620073,23953.84,19.28,11.48,Europe/Asia
China,2015,624042295,15440.36,3.32,14.48,Asia
Australia,2000,1088815238,19642.78,6.66,41.53,Oceania
Brazil,2011,86852120,13361.34,5.44,57.03,South America
Germany,2013,101405941,14992.77,2.11,31.1,Europe
France,2018,240338005,432.48,14.4,24.81,Europe
Germany,2021,163842394,13154.75,6.37,47.44,Europe
Australia,2018,937295598,14431.54,16.56,25.19,Oceania
Brazil,2008,528714597,16784.18,13.54,66.15,South America
USA,2006,249576879,4317.83,17.36,95.02,North America
China,2013,520379494,6110.22,24.58,81.78,Asia
China,2004,514894774,18924.52,7.06,29.15,Asia
USA,2017,326423553,4274.21,17.32,94.65,North America
France,2008,219881083,10459.05,21.17,76.85,Europe
Russia,2020,313046983,6337.21,24.02,23.79,Europe/Asia
Canada,2006,225137605,13675.08,16.31,61.57,North America
Brazil,2008,983754988,24673.08,5.01,96.02,South America
Australia,2003,1374617686,21315.74,3.24,18.61,Oceania
Canada,2024,1129365295,6809.91,8.41,34.12,North America
France,2016,365082896,9278.43,23.35,43.29,Europe
Russia,2011,1198127820,22973.98,14.35,20.29,Europe/Asia
China,2005,887310339,22467.54,15.32,36.63,Asia
Australia,2017,52956585,4097.15,16.04,71.62,Oceania
Australia,2007,424110463,20748.85,9.64,52.47,Oceania
Russia,2020,878522072,7510.44,6.18,47.48,Europe/Asia
Germany,2014,345403836,13640.7,23.95,48.44,Europe
Brazil,2002,586985331,226.95,19.37,77.61,South America
Russia,2001,1192370256,24964.9,13.75,98.22,Europe/Asia
India,2023,1357485927,19051.3,10.66,62.39,Asia
India,2022,904172938,6119.15,13.1,76.89,Asia
Russia,2008,480395160,17126.49,2.77,43.16,Europe/Asia
China,2007,548325508,7403.35,7.69,86.6,Asia
Russia,2003,571636884,2327.45,7.77,47.41,Europe/Asia
UK,2001,52754265,10690.22,12.24,93.23,Europe
France,2013,1087762191,15381.6,7.43,76.17,Europe
India,2001,181937255,2335.46,6.27,72.96,Asia
Canada,2001,600631828,13008.32,19.61,35.82,North America
Russia,2021,312861231,12920.12,22.55,80.86,Europe/Asia
India,2006,703608479,15753.27,3.54,19.37,Asia
France,2011,1046323203,6191.68,6.82,57.88,Europe
France,2005,1184471589,613.97,19.79,75.45,Europe
Canada,2017,84877625,8188.95,20.76,88.64,North America
Australia,2003,563329972,10024.67,13.5,60.7,Oceania
UK,2018,1055030471,15929.95,17.98,32.99,Europe
Russia,2012,418100872,23261.28,3.78,85.55,Europe/Asia
USA,2019,666618220,5164.3,21.54,78.35,North America
Russia,2020,263452904,17214.61,21.15,23.67,Europe/Asia
Australia,2022,1018125196,2525.28,17.95,87.64,Oceania
Brazil,2024,550174981,4846.48,23.08,95.43,South America
Germany,2001,1277370025,12777.45,3.1,57.86,Europe
China,2007,1252058788,17738.6,7.31,13.41,Asia
Australia,2018,1312844074,21478.36,10.34,91.49,Oceania
France,2008,447721815,18623.2,5.65,20.93,Europe
USA,2003,1113629112,482.28,20.74,66.35,North America
China,2015,312451682,17129.89,19.42,45.68,Asia
India,2018,702024412,20633.98,19.78,98.29,Asia
Russia,2009,96702288,13185.78,8.7,91.63,Europe/Asia
China,2005,324793102,24143.41,19.54,79.82,Asia
India,2015,715581748,207.38,4.83,27.74,Asia
Germany,2009,300107932,20484.58,4.46,72.23,Europe
India,2012,736418988,8437.01,15.43,60.92,Asia
USA,2008,343435121,16296.2,3.12,22.05,North America
France,2006,836294833,17367.7,23.59,80.73,Europe
Australia,2003,623831127,7725.6,9.56,17.69,Oceania
Canada,2018,860202340,24886.07,12.97,52.86,North America
Australia,2003,135801869,2670.93,20.7,47.96,Oceania
Australia,2018,501466954,4010.02,11.2,81.75,Oceania
India,2018,1182577424,22315.57,11.9,48.05,Asia
Russia,2011,43922938,3067.58,10.0,71.79,Europe/Asia
China,2012,1099055222,9594.03,10.09,52.57,Asia
Canada,2024,1214352474,18355.24,12.76,61.8,North America
Canada,2003,449042987,19808.15,23.76,31.45,North America
China,2024,248075650,23871.26,23.53,28.02,Asia
China,2009,900058166,19760.39,14.54,73.18,Asia
France,2020,1027355713,21128.86,12.49,20.89,Europe
USA,2006,593159299,23739.46,20.59,25.66,North America
Germany,2004,803124947,13886.82,17.66,93.74,Europe
USA,2016,47186452,8651.49,22.28,32.55,North America
China,2017,252166526,19064.17,18.8,38.77,Asia
Russia,2010,361078297,4172.19,23.9,66.35,Europe/Asia
UK,2014,543738514,1798.97,22.38,49.19,Europe
UK,2020,284663401,19654.74,21.67,59.75,Europe
Germany,2021,581226716,23771.72,11.01,22.87,Europe
China,2006,703867050,11116.93,10.88,69.84,Asia
UK,2017,261824347,4112.22,19.05,23.94,Europe
Germany,2024,93935355,12475.82,3.93,76.55,Europe
Canada,2005,363558056,9893.61,9.41,56.6,North America
Germany,2017,696048815,9374.6,23.44,82.64,Europe
Canada,2015,1034848281,15739.21,12.35,25.37,North America
France,2001,152351802,4450.92,8.21,43.6,Europe
UK,2018,1018572484,9573.99,12.96,85.37,Europe
Germany,2000,974398637,21730.05,8.64,81.09,Europe
Germany,2024,67948168,18268.66,19.67,95.95,Europe
Germany,2010,918219231,1484.15,21.56,29.75,Europe
Russia,2019,613607411,12896.2,20.0,57.97,Europe/Asia
Germany,2004,58286489,2373.25,5.43,11.59,Europe
Russia,2015,317326180,23941.66,9.73,95.91,Europe/Asia
Australia,2022,28700136,6191.55,6.92,25.59,Oceania
France,2000,351416643,23322.26,2.98,90.52,Europe
Australia,2018,648056116,20866.81,19.0,70.37,Oceania
Brazil,2013,778526708,13828.97,11.85,93.38,South America
Australia,2002,1218904467,8473.98,8.36,32.09,Oceania
China,2001,1299557594,21462.87,9.07,40.72,Asia
Canada,2023,506912980,3904.31,5.11,24.63,North America
China,2004,1211259515,4581.36,21.02,47.6,Asia
USA,2016,592054421,5695.59,5.31,94.33,North America
Australia,2017,540762367,14982.65,9.78,60.83,Oceania
UK,2000,161119110,7926.7,2.17,47.04,Europe
India,2014,1282961141,24730.62,12.04,38.91,Asia
Australia,2021,1007447390,4958.31,10.16,62.04,Oceania
France,2008,928052560,20159.69,18.54,74.37,Europe
Australia,2022,62190910,2486.32,18.45,46.2,Oceania
Russia,2004,1330728945,8900.82,2.89,30.55,Europe/Asia
USA,2012,1278600262,6169.69,4.66,62.07,North America
Germany,2018,252218557,24423.22,22.81,42.54,Europe
USA,2023,1187211098,740.69,20.21,98.49,North America
USA,2009,1261384213,18069.57,10.96,49.25,North America
Canada,2019,1177689402,6268.28,5.83,48.67,North America
India,2024,912299539,20300.09,8.0,84.71,Asia
USA,2020,753768699,7849.49,17.13,32.34,North America
Canada,2013,1025028030,4763.38,23.75,15.87,North America
Germany,2021,60029317,17356.69,16.16,85.99,Europe
China,2020,1144439970,6513.66,2.61,62.42,Asia
Germany,2011,635671554,12190.12,16.97,33.15,Europe
UK,2010,867620323,3375.18,23.73,40.51,Europe
USA,2022,757291164,18142.49,10.25,47.88,North America
USA,2006,496060971,10230.22,23.47,70.55,North America
China,2016,1315895491,3600.44,17.42,51.67,Asia
France,2017,706837527,18565.72,6.37,45.23,Europe
USA,2006,494973258,2673.72,5.34,79.46,North America
India,2023,89143493,14413.03,6.05,16.39,Asia
Brazil,2019,1217610482,15226.38,18.08,68.08,South America
USA,2005,796875001,23265.73,15.56,49.95,North America
Brazil,2010,343329275,3859.41,12.48,39.8,South America
Germany,2011,169369169,16368.32,8.06,92.55,Europe
Australia,2015,606809102,9581.14,22.87,79.24,Oceania
France,2018,681127298,10080.28,6.92,29.51,Europe
Canada,2022,322392528,12595.45,8.52,68.06,North America
Russia,2018,820264096,5921.24,3.26,83.18,Europe/Asia
France,2010,445552737,11583.46,8.33,98.05,Europe
Russia,2015,37524957,17202.47,23.23,72.16,Europe/Asia
Germany,2022,803674066,11482.11,6.31,71.47,Europe
France,2011,928173543,1158.46,6.69,64.58,Europe
Canada,2007,1177385835,6519.87,15.8,13.56,North America
Russia,2002,219833246,8851.36,15.04,62.07,Europe/Asia
China,2001,1165343918,8932.56,6.05,81.65,Asia
India,2005,873001270,2117.07,5.55,45.19,Asia
France,2015,562379398,11294.31,4.69,62.24,Europe
Germany,2019,188688879,17329.53,21.8,92.46,Europe
USA,2023,801095558,1311.93,17.05,25.31,North America
Canada,2014,151043859,18798.01,23.93,34.96,North America
Russia,2013,778859380,23882.12,5.81,19.82,Europe/Asia
Russia,2001,962095856,332.52,12.59,54.52,Europe/Asia
India,2019,1338192874,4922.94,19.09,84.73,Asia
Russia,2017,151883043,13632.85,6.91,48.73,Europe/Asia
Brazil,2013,735843410,5529.43,17.75,16.22,South America
UK,2017,269533569,19139.19,12.9,33.45,Europe
Brazil,2001,72752097,7872.14,11.91,89.18,South America
Russia,2000,860549943,7411.27,16.83,59.62,Europe/Asia
Canada,2019,767531792,123.0,12.76,91.35,North America
France,2001,974804232,6826.14,20.86,84.26,Europe
Germany,2008,145499125,5520.0,23.4,46.87,Europe
USA,2008,281172137,8646.7,15.54,66.39,North America
France,2015,373441051,3776.65,8.91,69.13,Europe
China,2010,335793014,14906.75,19.88,76.46,Asia
France,2022,930689358,6044.66,5.92,39.63,Europe
France,2005,1044587454,20810.6,4.18,35.72,Europe
Germany,2011,586635086,7185.49,13.93,70.93,Europe
India,2002,361534136,5350.65,16.87,82.87,Asia
Russia,2011,526926806,1513.11,21.2,46.87,Europe/Asia
India,2022,1395442236,18523.68,23.97,38.58,Asia
China,2000,615907969,12754.38,22.09,83.47,Asia
Australia,2008,927266225,2933.2,24.74,71.14,Oceania
USA,2019,1392544456,5611.24,12.94,40.58,North America
Brazil,2021,371012817,24968.1,9.28,57.14,South America
USA,2005,1184799952,20170.12,12.57,95.52,North America
Russia,2010,818225287,8811.75,16.82,76.74,Europe/Asia
USA,2002,321388449,13609.62,13.67,29.73,North America
UK,2003,656565729,10458.83,16.58,36.26,Europe
Brazil,2009,533180932,1006.1,22.39,33.6,South America
China,2018,734882923,19489.06,5.81,85.5,Asia
Russia,2005,969795151,17952.95,4.77,67.09,Europe/Asia
Canada,2000,1296451213,10279.18,13.47,93.66,North America
China,2007,212650611,21162.84,24.58,18.09,Asia
UK,2007,876232759,13415.0,3.36,14.63,Europe
Brazil,2024,23803175,1723.69,24.69,70.18,South America
Germany,2005,1320449981,6559.22,24.26,33.73,Europe
UK,2016,868384883,11598.14,8.73,70.45,Europe
China,2018,662686056,2675.89,22.49,74.39,Asia
Russia,2000,896023795,14319.92,2.18,37.1,Europe/Asia
Australia,2014,81734617,3102.15,12.44,94.79,Oceania
Russia,2012,275196634,5092.65,11.25,78.95,Europe/Asia
Brazil,2020,1245833842,22360.19,22.76,42.69,South America
Australia,2002,1093746239,24995.33,12.86,46.68,Oceania
India,2001,1316904481,13801.31,11.61,73.71,Asia
Brazil,2002,692082927,15529.25,16.71,37.06,South America
Brazil,2008,588447818,19956.04,10.64,36.29,South America
UK,2015,36153799,17433.87,14.34,65.62,Europe
Russia,2023,51262370,4643.42,23.98,22.0,Europe/Asia
China,2012,1293679969,10350.62,6.66,98.41,Asia
Germany,2018,1169321351,13424.4,12.55,35.56,Europe
USA,2017,1334714350,9056.83,2.35,44.06,North America
France,2020,1177402175,4485.04,21.37,29.96,Europe
Germany,2011,1044623370,18429.22,4.12,67.27,Europe
USA,2011,265971029,5051.28,4.18,15.38,North America
India,2000,452904788,6586.1,22.31,92.57,Asia
China,2019,1326893531,7234.34,11.41,37.05,Asia
Russia,2007,818423430,4128.3,17.81,92.54,Europe/Asia
Canada,2016,697565005,21253.84,21.73,32.56,North America
Brazil,2020,598069384,15304.35,10.61,55.73,South America
Germany,2019,1107166067,20885.23,8.02,71.87,Europe
USA,2021,274647018,12393.86,5.9,64.52,North America
Canada,2006,957275910,13037.12,15.96,55.61,North America
Germany,2008,244583051,15442.0,7.8,80.18,Europe
China,2016,373822802,9335.9,16.59,51.87,Asia
Russia,2009,705318234,12464.94,9.29,39.65,Europe/Asia
Australia,2003,93946065,13718.19,10.0,73.95,Oceania
Germany,2021,1034975308,23843.21,7.73,93.42,Europe
Germany,2006,404781482,22084.41,11.62,63.52,Europe
Russia,2006,512215232,3318.22,5.73,34.89,Europe/Asia
India,2007,363673313,1127.93,9.35,77.89,Asia
UK,2023,916836780,17040.32,19.89,77.81,Europe
Germany,2023,733226930,1325.05,6.96,33.75,Europe
Russia,2007,389780008,1602.74,23.78,44.23,Europe/Asia
UK,2015,179392626,4065.66,13.34,22.54,Europe
Russia,2011,858260246,8857.51,4.46,17.09,Europe/Asia
Russia,2014,953496086,10931.4,23.69,81.86,Europe/Asia
India,2007,1115657144,13032.51,12.5,43.16,Asia
Russia,2021,742018011,24807.98,14.81,35.04,Europe/Asia
China,2008,122076511,9692.3,6.26,32.79,Asia
Germany,2002,419966727,6144.55,9.67,16.66,Europe
USA,2021,106980313,14423.78,18.18,97.65,North America
USA,2020,356274125,5457.26,4.85,42.67,North America
USA,2015,1132307223,23519.53,15.12,24.62,North America
Russia,2014,885773615,6555.43,17.95,86.91,Europe/Asia
Canada,2023,1332203651,24749.36,2.04,74.36,North America
UK,2003,475754641,10524.84,21.26,68.97,Europe
UK,2019,477228605,20335.88,3.3,36.45,Europe
Russia,2015,785182312,16242.18,7.68,46.98,Europe/Asia
China,2009,900348206,23344.0,24.16,84.86,Asia
China,2010,303331921,15673.13,3.86,66.95,Asia
Brazil,2004,1298810925,14572.33,21.0,40.76,South America
Russia,2010,1078127015,16356.03,17.0,19.73,Europe/Asia
France,2012,1087279163,19682.99,15.76,90.12,Europe
India,2014,1334212023,22481.16,15.38,95.04,Asia
USA,2005,766905227,6743.69,5.83,73.97,North America
India,2015,123282996,5102.09,17.38,71.53,Asia
USA,2014,1077154536,955.31,23.89,57.86,North America
Australia,2010,818089287,9314.97,3.77,96.46,Oceania
Australia,2019,405898640,21170.01,9.65,71.78,Oceania
Russia,2001,620680684,1839.45,12.86,16.83,Europe/Asia
Australia,2001,558510653,13509.15,7.34,18.16,Oceania
Canada,2011,713556749,17400.24,19.04,95.76,North America
Brazil,2015,472492452,20937.64,17.84,93.95,South America
China,2018,684868680,14627.42,4.71,59.65,Asia
Canada,2001,634589240,4739.37,15.1,29.06,North America
India,2016,1341625913,24116.95,10.48,61.93,Asia
India,2013,1142336367,2456.82,7.25,77.96,Asia
Australia,2023,406805170,19248.09,21.51,10.74,Oceania
China,2015,255073495,2255.32,3.26,83.23,Asia
Brazil,2004,1033357974,3671.14,12.75,51.37,South America
USA,2009,1145536158,22465.57,12.93,51.22,North America
Canada,2016,1286591782,18851.56,15.11,48.65,North America
Brazil,2012,969152761,9201.16,6.54,71.57,South America
Germany,2015,1374721025,16004.24,22.04,28.64,Europe
UK,2008,869703857,11485.46,24.2,63.99,Europe
Australia,2023,816079375,1756.79,14.63,13.92,Oceania
USA,2003,146841692,18056.08,7.89,82.21,North America
Germany,2023,47054090,19105.07,22.17,82.57,Europe
USA,2015,1041568321,22070.3,24.73,37.76,North America
USA,2022,1311446669,13561.87,19.06,19.38,North America
Australia,2010,743405443,16861.13,9.68,76.55,Oceania
USA,2006,1388279457,11007.46,7.43,51.85,North America
Brazil,2016,1282378413,8040.84,5.6,92.32,South America
Brazil,2021,1192251400,10351.33,7.4,41.46,South America
Germany,2012,49401895,22802.63,7.23,84.89,Europe
India,2003,966055509,4187.86,24.25,12.25,Asia
China,2013,777848081,6287.65,16.79,78.78,Asia
Canada,2009,796198363,15194.15,5.84,70.36,North America
Canada,2009,771200847,2995.4,13.22,56.84,North America
France,2009,702717993,22307.43,6.25,91.03,Europe
Australia,2011,1241910269,1276.19,15.94,93.84,Oceania
Russia,2001,26864469,18907.28,9.85,92.74,Europe/Asia
Russia,2022,328155338,9405.83,6.5,63.2,Europe/Asia
Germany,2008,547221908,1374.02,7.58,56.23,Europe
USA,2004,407817144,21088.9,17.53,33.94,North America
USA,2007,164035367,16047.46,11.38,24.42,North America
Australia,2020,65372456,320.58,13.8,59.58,Oceania
UK,2013,1064270991,6761.57,20.89,23.22,Europe
India,2006,673272809,8865.94,17.07,25.32,Asia
France,2006,397667958,8132.2,12.64,41.75,Europe
Brazil,2008,742325240,12508.72,23.94,26.62,South America
USA,2002,1178712673,13217.39,6.93,54.65,North America
France,2013,1081215880,9979.18,8.65,69.07,Europe
Canada,2016,48692620,8361.08,22.96,72.11,North America
UK,2017,1252393989,12659.79,21.62,57.42,Europe
Brazil,2011,624473403,937.02,4.99,56.44,South America
Australia,2021,534884333,16165.52,23.39,52.26,Oceania
France,2013,554548092,15188.96,2.23,31.83,Europe
Germany,2012,611684450,7052.57,20.92,68.23,Europe
Brazil,2013,22282104,4569.93,8.41,68.48,South America
Australia,2008,855497766,1917.33,6.34,32.77,Oceania
Russia,2018,610980042,14724.86,12.32,72.35,Europe/Asia
Australia,2001,378342987,14265.62,22.63,86.36,Oceania
Australia,2010,1082272444,13379.62,20.08,62.93,Oceania
Brazil,2016,913856874,24641.89,24.24,20.46,South America
UK,2001,352267474,13335.45,14.44,39.13,Europe
Brazil,2018,510729347,18072.59,13.74,18.26,South America
China,2006,162010381,2911.66,2.3,36.88,Asia
India,2017,861376299,7544.37,6.15,28.86,Asia
UK,2012,871861569,6958.62,13.45,59.36,Europe
Germany,2004,805527357,14441.79,19.31,47.7,Europe
UK,2017,209247687,8337.25,20.92,74.32,Europe
Canada,2022,575615957,16062.55,8.52,42.31,North America
Germany,2023,389904178,17283.23,18.39,23.77,Europe
Russia,2023,389425164,938.88,21.06,31.01,Europe/Asia
Brazil,2015,653547540,16029.97,10.62,58.57,South America
Australia,2014,219717403,3008.01,18.0,50.04,Oceania
Brazil,2007,113026848,11681.87,12.06,13.79,South America
Canada,2014,210265764,18191.76,24.67,28.69,North America
France,2024,408742073,17613.29,2.15,36.41,Europe
Canada,2000,10676505,7565.58,11.53,74.56,North America
China,2016,892335162,6881.91,8.07,75.01,Asia
Australia,2014,1146204298,11061.64,21.54,72.12,Oceania
Australia,2013,895782794,4797.81,8.6,82.84,Oceania
USA,2013,1288885036,24370.01,14.51,87.78,North America
France,2009,1187348001,8688.44,19.03,16.33,Europe
USA,2001,43351954,23082.53,13.44,53.88,North America
Russia,2005,910337327,22715.8,11.44,23.26,Europe/Asia
India,2016,44694585,9184.74,2.98,41.51,Asia
India,2004,457409252,6426.71,2.53,69.02,Asia
Brazil,2004,476962189,19293.81,24.02,63.55,South America
India,2014,1243103506,5811.51,16.79,21.44,Asia
Australia,2014,1270843876,13079.04,20.98,77.38,Oceania
Canada,2019,1188581716,2856.17,13.05,80.04,North America
France,2010,1201778457,9709.71,8.02,22.39,Europe
Brazil,2004,1047709992,2046.06,8.77,64.79,South America
Brazil,2000,410147474,7157.65,3.0,94.13,South America
France,2010,56128494,16665.81,20.19,18.36,Europe
Australia,2010,1104736432,24783.55,15.38,24.65,Oceania
Russia,2005,1341840413,6444.71,13.06,78.13,Europe/Asia
Russia,2022,1334000560,11885.7,21.6,39.99,Europe/Asia
Brazil,2007,712122572,11256.35,12.23,95.05,South America
Russia,2001,815278267,4685.43,23.8,65.57,Europe/Asia
Australia,2014,369869516,15290.72,2.3,53.0,Oceania
China,2022,1318913295,18145.15,24.65,40.05,Asia
China,2021,88098994,3765.77,20.77,31.28,Asia
USA,2008,1184882957,18952.4,10.16,67.85,North America
UK,2014,1372930055,17534.02,15.69,62.69,Europe
Germany,2007,1071853522,5013.84,21.89,41.85,Europe
India,2015,923518519,16258.8,13.08,91.68,Asia
Russia,2013,1206582178,9902.42,3.17,77.8,Europe/Asia
China,2014,1389255380,17060.33,22.79,33.15,Asia
Canada,2019,17079057,12452.81,13.89,93.96,North America
France,2012,1235889839,1298.63,14.54,77.24,Europe
