Country,Year,Population,GDP (Billion USD),Unemployment Rate (%),Internet Users (%),Continent,Rank
Canada,2020,449406727,18704,10,39,North America,★★★★
Canada,2020,450638274,2790,21,33,North America,★
Brazil,2020,451930210,3191,3,21,South America,★
Brazil,2020,457028050,23157,11,28,South America,★★★★★
Brazil,2020,463337673,8386,23,77,South America,★★
Germany,2020,463471600,20026,20,34,Europe,★★★★★
France,2020,468274592,1584,19,84,Europe,★
China,2020,469902558,24526,8,25,Asia,★★★★★
Australia,2020,474768297,24553,9,91,Oceania,★★★★★
UK,2020,475620403,20183,16,92,Europe,★★★★★
Germany,2020,476610203,1954,3,82,Europe,★
Germany,2020,477628160,11627,16,77,Europe,★★★
China,2020,483237221,11720,22,98,Asia,★★★
Australia,2020,483774541,15012,3,62,Oceania,★★★★
Brazil,2020,489602854,19308,17,74,South America,★★★★
Brazil,2020,493399451,19747,8,59,South America,★★★★
Brazil,2020,495125045,7525,20,84,South America,★★
USA,2020,495141008,18482,17,14,North America,★★★★
UK,2020,501740949,14892,20,33,Europe,★★★
UK,2020,502801344,17047,22,23,Europe,★★★★
Canada,2020,507391956,24405,14,91,North America,★★★★★
France,2020,508195375,15358,19,60,Europe,★★★★
USA,2020,533665879,12292,23,57,North America,★★★
Canada,2020,536203078,3558,14,64,North America,★
USA,2020,543730736,17525,14,79,North America,★★★★
Australia,2020,551788442,16141,23,59,Oceania,★★★★
China,2020,551851517,23550,12,89,Asia,★★★★★
Germany,2020,551857874,7070,6,43,Europe,★★
Russia,2020,558529645,23278,24,61,Europe/Asia,★★★★★
Brazil,2020,565685332,1347,8,90,South America,★
China,2020,573684848,5768,11,11,Asia,★★
Germany,2020,576109968,10646,4,55,Europe,★★★
USA,2020,586770808,11053,16,26,North America,★★★
USA,2020,593751878,5236,24,65,North America,★★
Canada,2020,596056718,18018,20,72,North America,★★★★
Brazil,2020,598069384,15304,10,55,South America,★★★★
China,2020,599680514,7690,24,20,Asia,★★
France,2020,601670504,11646,4,98,Europe,★★★
Canada,2020,602290708,17068,8,50,North America,★★★★
China,2020,605039565,15661,9,95,Asia,★★★★
India,2020,605874952,2768,4,25,Asia,★
Australia,2020,606367861,24175,3,83,Oceania,★★★★★
Australia,2020,610851875,23048,21,69,Oceania,★★★★★
Germany,2020,613859962,11294,21,84,Europe,★★★
Russia,2020,624679451,7157,11,87,Europe/Asia,★★
Brazil,2020,626087544,6548,6,38,South America,★★
Russia,2020,626543929,9180,18,23,Europe/Asia,★★
Australia,2020,626953595,16986,16,16,Oceania,★★★★
France,2020,627355907,12837,15,95,Europe,★★★
Russia,2020,634755239,24261,24,98,Europe/Asia,★★★★★
USA,2020,639178121,18701,17,71,North America,★★★★
UK,2020,639594593,8393,3,38,Europe,★★
UK,2020,643482893,16803,10,47,Europe,★★★★
France,2020,653897804,14216,16,78,Europe,★★★
Australia,2020,654117720,19262,22,66,Oceania,★★★★
Brazil,2020,660264589,19351,14,34,South America,★★★★
Russia,2020,663147863,9485,21,44,Europe/Asia,★★
USA,2020,668822831,23392,5,83,North America,★★★★★
Canada,2020,670794599,11222,3,87,North America,★★★
China,2020,675628069,1957,23,81,Asia,★
Brazil,2020,676093599,186,10,98,South America,★
Canada,2020,677255304,11017,24,97,North America,★★★
Russia,2020,678147075,8663,8,14,Europe/Asia,★★
Brazil,2020,682622955,4919,21,33,South America,★
India,2020,685197311,21098,15,60,Asia,★★★★★
Russia,2020,686007055,7704,13,26,Europe/Asia,★★
Germany,2020,694216452,9631,14,38,Europe,★★
France,2020,695398920,21100,5,81,Europe,★★★★★
Russia,2020,700233929,9532,24,54,Europe/Asia,★★
Germany,2020,701680441,4618,22,58,Europe,★
India,2020,702285023,11783,2,21,Asia,★★★
Brazil,2020,705357507,8025,20,37,South America,★★
Germany,2020,705468019,11564,4,88,Europe,★★★
India,2020,708068804,17174,4,88,Asia,★★★★
UK,2020,710521584,2572,13,37,Europe,★
Russia,2020,715522432,5872,13,83,Europe/Asia,★★
Canada,2020,716192396,4505,18,91,North America,★
France,2020,730151888,10633,4,23,Europe,★★★
UK,2020,732215727,23255,6,68,Europe,★★★★★
India,2020,733746398,5500,10,85,Asia,★★
Brazil,2020,736238807,13988,14,88,South America,★★★
Germany,2020,737295698,4159,22,28,Europe,★
UK,2020,740309407,9279,2,71,Europe,★★
Australia,2020,741421966,750,16,92,Oceania,★
USA,2020,741795734,2595,18,32,North America,★
Brazil,2020,747469418,6948,10,13,South America,★★
Russia,2020,750710139,5053,12,60,Europe/Asia,★★
USA,2020,753768699,7849,17,32,North America,★★
India,2020,759591824,13538,13,13,Asia,★★★
China,2020,774308446,7037,12,69,Asia,★★
USA,2020,779498462,6883,15,65,North America,★★
Canada,2020,780133442,15310,16,52,North America,★★★★
France,2020,790522815,2767,9,62,Europe,★
USA,2020,796174043,6176,11,50,North America,★★
China,2020,807081779,14968,23,51,Asia,★★★
UK,2020,808384605,15770,5,70,Europe,★★★★
UK,2020,808425165,5516,22,40,Europe,★★
UK,2020,808663237,24824,22,43,Europe,★★★★★
USA,2020,809190877,4914,4,30,North America,★
China,2020,810653688,16764,21,75,Asia,★★★★
Germany,2020,810696291,8877,5,43,Europe,★★
China,2020,811486813,19566,20,20,Asia,★★★★
France,2020,817607927,19398,10,32,Europe,★★★★
UK,2020,818593989,4254,18,77,Europe,★
France,2020,827403071,20538,13,53,Europe,★★★★★
Australia,2020,827547044,11391,9,60,Oceania,★★★
China,2020,832135970,24818,18,97,Asia,★★★★★
China,2020,833058792,22728,17,74,Asia,★★★★★
Canada,2020,836896370,348,11,52,North America,★
Brazil,2020,841193536,11770,23,79,South America,★★★
France,2020,842227808,6036,18,12,Europe,★★
India,2020,842361141,16422,8,68,Asia,★★★★
China,2020,843810219,11858,4,52,Asia,★★★
USA,2020,853973141,3434,7,43,North America,★
Russia,2020,854525647,14062,4,65,Europe/Asia,★★★
Canada,2020,855387802,4018,2,12,North America,★
Australia,2020,856294754,17546,15,90,Oceania,★★★★
Brazil,2020,866520861,22247,20,75,South America,★★★★★
Brazil,2020,868346420,14765,12,74,South America,★★★
Germany,2020,872660560,1891,23,61,Europe,★
France,2020,873338567,8761,10,23,Europe,★★
France,2020,873565700,23900,5,68,Europe,★★★★★
Russia,2020,878522072,7510,6,47,Europe/Asia,★★
France,2020,883286149,9622,8,64,Europe,★★
China,2020,883908728,8916,16,50,Asia,★★
Canada,2020,886065020,3525,8,96,North America,★
Australia,2020,887424292,11232,3,50,Oceania,★★★
Russia,2020,900428802,3776,16,76,Europe/Asia,★
Germany,2020,905821155,6313,5,56,Europe,★★
Canada,2020,906237062,13243,19,53,North America,★★★
Canada,2020,906451747,7873,13,73,North America,★★
France,2020,909266557,6252,2,96,Europe,★★
Brazil,2020,911156212,15767,21,12,South America,★★★★
Australia,2020,911683995,13298,7,72,Oceania,★★★
USA,2020,914505465,22474,17,28,North America,★★★★★
Germany,2020,921412996,9988,14,83,Europe,★★
France,2020,923861407,11185,6,72,Europe,★★★
France,2020,927801118,657,21,23,Europe,★
USA,2020,929293033,6981,5,44,North America,★★
UK,2020,931316887,22273,21,72,Europe,★★★★★
India,2020,934010663,9697,4,45,Asia,★★
Canada,2020,935042038,22757,17,20,North America,★★★★★
USA,2020,938850006,19633,16,57,North America,★★★★
India,2020,945163981,1762,4,10,Asia,★
UK,2020,945946912,21595,22,60,Europe,★★★★★
France,2020,949437138,18543,21,83,Europe,★★★★
India,2020,951198583,12867,12,45,Asia,★★★
Germany,2020,952327285,16525,19,96,Europe,★★★★
Germany,2020,958925584,1785,12,62,Europe,★
UK,2020,961179867,13757,10,89,Europe,★★★
Germany,2020,963899205,11243,7,95,Europe,★★★
France,2020,968779491,7255,15,34,Europe,★★
USA,2020,969048009,3330,24,20,North America,★
Russia,2020,969094688,2227,14,27,Europe/Asia,★
Canada,2020,973685243,6211,3,21,North America,★★
Brazil,2020,976047008,19005,18,23,South America,★★★★
China,2020,983518710,23612,13,31,Asia,★★★★★
UK,2020,988521078,17559,4,22,Europe,★★★★
Canada,2020,988522975,4297,23,95,North America,★
UK,2020,991248022,1508,9,33,Europe,★
Brazil,2020,993699493,14530,21,71,South America,★★★
Germany,2020,996453248,20845,11,92,Europe,★★★★★
Germany,2020,1002911467,8250,5,57,Europe,★★
USA,2020,1011896362,23738,12,62,North America,★★★★★
UK,2020,1015239212,1767,12,20,Europe,★
Canada,2020,1017427123,20376,19,96,North America,★★★★★
Russia,2020,1019627429,24814,19,77,Europe/Asia,★★★★★
France,2020,1027355713,21128,12,20,Europe,★★★★★
Germany,2020,1028741139,24494,6,94,Europe,★★★★★
Australia,2020,1033178431,6260,20,91,Oceania,★★
France,2020,1034102379,14198,11,53,Europe,★★★
France,2020,1042168433,24811,22,84,Europe,★★★★★
Brazil,2020,1047952711,14783,17,70,South America,★★★
USA,2020,1057880412,15853,23,91,North America,★★★★
UK,2020,1058055246,5815,10,20,Europe,★★
Russia,2020,1060359825,2061,18,40,Europe/Asia,★
Russia,2020,1060591653,21507,18,67,Europe/Asia,★★★★★
Canada,2020,1064742174,9263,21,85,North America,★★
Brazil,2020,1064993475,15462,21,54,South America,★★★★
Australia,2020,1069756174,11337,5,88,Oceania,★★★
China,2020,1071084760,641,21,36,Asia,★
USA,2020,1073111180,17845,19,67,North America,★★★★
Australia,2020,1077195488,16389,2,11,Oceania,★★★★
USA,2020,1079063336,668,8,51,North America,★
China,2020,1079376215,23552,9,90,Asia,★★★★★
Australia,2020,1082295799,440,19,82,Oceania,★
China,2020,1089641666,581,6,95,Asia,★
UK,2020,1090255456,23338,18,89,Europe,★★★★★
Germany,2020,1092788686,4792,21,76,Europe,★
UK,2020,1098826754,4928,4,87,Europe,★
Australia,2020,1105338412,5475,11,12,Oceania,★★
UK,2020,1115028587,15774,9,20,Europe,★★★★
Germany,2020,1119785648,9356,2,28,Europe,★★
USA,2020,1137093606,23665,8,78,North America,★★★★★
France,2020,1143281642,6194,17,44,Europe,★★
China,2020,1144439970,6513,2,62,Asia,★★
Germany,2020,1146294518,19994,16,39,Europe,★★★★
France,2020,1148817021,1122,8,67,Europe,★
China,2020,1158229506,352,12,12,Asia,★
Canada,2020,1158923810,21455,8,72,North America,★★★★★
Russia,2020,1158950647,22608,6,68,Europe/Asia,★★★★★
France,2020,1160504246,20088,12,28,Europe,★★★★★
Brazil,2020,1170323579,11797,21,63,South America,★★★
USA,2020,1172100118,18497,6,88,North America,★★★★
Australia,2020,1174647688,10657,4,39,Oceania,★★★
Russia,2020,1175592828,4830,7,50,Europe/Asia,★
Russia,2020,1176668844,11586,5,15,Europe/Asia,★★★
France,2020,1177402175,4485,21,29,Europe,★
India,2020,1185434354,5723,20,75,Asia,★★
France,2020,1194547355,13946,21,66,Europe,★★★
USA,2020,1196405670,8689,2,82,North America,★★
China,2020,1198854775,11502,21,25,Asia,★★★
UK,2020,1199345372,11244,24,20,Europe,★★★
France,2020,1200586035,10535,8,95,Europe,★★★
Russia,2020,1203252923,3782,10,24,Europe/Asia,★
USA,2020,1204730278,20255,14,60,North America,★★★★★
Canada,2020,1214015884,10129,13,16,North America,★★★
China,2020,1222333840,23718,16,56,Asia,★★★★★
USA,2020,1223378667,4312,16,61,North America,★
Australia,2020,1230117007,5820,6,15,Oceania,★★
UK,2020,1233656371,22336,17,67,Europe,★★★★★
Canada,2020,1234120250,2057,23,74,North America,★
UK,2020,1236861868,22544,22,28,Europe,★★★★★
Australia,2020,1237239088,18479,10,30,Oceania,★★★★
Germany,2020,1237822880,17865,9,73,Europe,★★★★
France,2020,1241505867,13736,20,92,Europe,★★★
India,2020,1242066595,4741,4,48,Asia,★
Australia,2020,1242883183,12355,3,51,Oceania,★★★
China,2020,1243412461,11856,4,25,Asia,★★★
Brazil,2020,1245833842,22360,22,42,South America,★★★★★
Germany,2020,1249402098,18061,19,45,Europe,★★★★
Germany,2020,1250318920,24223,4,10,Europe,★★★★★
France,2020,1251600711,23741,24,11,Europe,★★★★★
Australia,2020,1267599826,7353,23,88,Oceania,★★
USA,2020,1268685524,2113,9,31,North America,★
Germany,2020,1271305860,24065,7,16,Europe,★★★★★
UK,2020,1271393230,3673,5,91,Europe,★
Brazil,2020,1273523376,22445,6,58,South America,★★★★★
Russia,2020,1275132889,12560,23,62,Europe/Asia,★★★
UK,2020,1281633825,8701,18,19,Europe,★★
Brazil,2020,1282410857,18944,7,90,South America,★★★★
China,2020,1288110666,8937,6,57,Asia,★★
Canada,2020,1288925846,9064,11,48,North America,★★
France,2020,1293040293,22152,13,43,Europe,★★★★★
Germany,2020,1293869649,21891,19,26,Europe,★★★★★
France,2020,1294705080,2253,10,42,Europe,★
Brazil,2020,1295126319,9944,11,85,South America,★★
India,2020,1295968603,9780,23,54,Asia,★★
Russia,2020,1299665098,17082,23,52,Europe/Asia,★★★★
China,2020,1299810067,962,15,73,Asia,★
Russia,2020,1300681235,23050,16,36,Europe/Asia,★★★★★
France,2020,1308002660,7804,6,53,Europe,★★
Canada,2020,1309069718,756,6,33,North America,★
India,2020,1312127228,16011,2,85,Asia,★★★★
Germany,2020,1316940625,16151,4,57,Europe,★★★★
China,2020,1318617434,18864,18,93,Asia,★★★★
USA,2020,1320073338,21631,4,31,North America,★★★★★
UK,2020,1323391895,8366,17,89,Europe,★★
Russia,2020,1323898981,17742,5,81,Europe/Asia,★★★★
China,2020,1330052042,21711,16,73,Asia,★★★★★
India,2020,1332324492,14193,13,94,Asia,★★★
India,2020,1337276545,21678,14,12,Asia,★★★★★
Germany,2020,1342613793,20302,11,77,Europe,★★★★★
UK,2020,1344931067,22513,17,46,Europe,★★★★★
India,2020,1344973755,9607,17,27,Asia,★★
Germany,2020,1345698263,12011,24,10,Europe,★★★
UK,2020,1347670571,6220,17,98,Europe,★★
UK,2020,1348163338,9148,8,87,Europe,★★
USA,2020,1355079017,20543,17,31,North America,★★★★★
UK,2020,1356435773,4004,12,44,Europe,★
Australia,2020,1364785701,20239,8,45,Oceania,★★★★★
Russia,2020,1366827195,4384,9,94,Europe/Asia,★
Australia,2020,1370872846,11592,19,56,Oceania,★★★
France,2020,1371232071,19836,20,30,Europe,★★★★
Canada,2020,1374266567,14489,7,41,North America,★★★
USA,2020,1389354499,13473,11,42,North America,★★★
Australia,2020,1399356317,1270,10,10,Oceania,★
France,2020,1399727951,19738,17,45,Europe,★★★★
China,2021,5281385,9849,15,96,Asia,★★
France,2021,6010631,21823,3,89,Europe,★★★★★
Germany,2021,12719841,2731,4,61,Europe,★
Germany,2021,17404064,14733,10,84,Europe,★★★
UK,2021,24819631,23926,21,65,Europe,★★★★★
Russia,2021,27087196,17619,21,65,Europe/Asia,★★★★
Australia,2021,31034576,8240,24,98,Oceania,★★
UK,2021,42960441,612,11,22,Europe,★
Germany,2021,45562019,6890,11,71,Europe,★★
China,2021,46396735,18557,6,28,Asia,★★★★
Germany,2021,47755066,3726,6,88,Europe,★
India,2021,47946489,20498,18,67,Asia,★★★★★
Germany,2021,48237782,13402,22,74,Europe,★★★
Australia,2021,53129984,4304,4,46,Oceania,★
France,2021,53893858,17906,16,58,Europe,★★★★
USA,2021,57407416,14846,18,55,North America,★★★
Canada,2021,58789897,21385,21,87,North America,★★★★★
Germany,2021,60029317,17356,16,85,Europe,★★★★
Canada,2021,65119455,7866,23,26,North America,★★
India,2021,67403547,24817,13,64,Asia,★★★★★
Brazil,2021,71964591,23961,9,88,South America,★★★★★
Canada,2021,73406785,16676,4,59,North America,★★★★
France,2021,74538800,5679,8,54,Europe,★★
France,2021,80034077,14135,13,37,Europe,★★★
India,2021,80695430,3714,14,68,Asia,★
France,2021,85196062,20770,4,94,Europe,★★★★★
India,2021,86962459,19264,18,31,Asia,★★★★
Australia,2021,87970410,1872,10,37,Oceania,★
China,2021,88098994,3765,20,31,Asia,★
Russia,2021,88975612,14088,8,91,Europe/Asia,★★★
Russia,2021,91129801,2456,16,42,Europe/Asia,★
Russia,2021,92426056,4005,4,65,Europe/Asia,★
Germany,2021,97062207,19505,14,66,Europe,★★★★
Canada,2021,97901558,11256,2,89,North America,★★★
France,2021,98863997,17732,23,60,Europe,★★★★
USA,2021,99397960,1735,11,73,North America,★
USA,2021,106980313,14423,18,97,North America,★★★
France,2021,108751466,11906,23,29,Europe,★★★
UK,2021,109129213,11411,19,63,Europe,★★★
Australia,2021,117929412,6249,24,19,Oceania,★★
USA,2021,119048020,10134,12,35,North America,★★★
USA,2021,124151506,19727,8,53,North America,★★★★
Brazil,2021,130599675,17661,23,20,South America,★★★★
USA,2021,132529884,18129,21,18,North America,★★★★
India,2021,132549237,9978,21,60,Asia,★★
Canada,2021,132804555,18609,17,76,North America,★★★★
Australia,2021,135309538,5343,4,27,Oceania,★★
India,2021,136308585,9045,16,53,Asia,★★
USA,2021,136873941,3265,9,59,North America,★
Russia,2021,138496843,1430,4,77,Europe/Asia,★
France,2021,138599009,15927,6,92,Europe,★★★★
UK,2021,140923093,3126,14,60,Europe,★
USA,2021,142027096,20127,16,46,North America,★★★★★
France,2021,142456024,18983,22,38,Europe,★★★★
China,2021,142919865,20428,7,81,Asia,★★★★★
UK,2021,146652204,11098,18,17,Europe,★★★
USA,2021,153485796,11831,19,58,North America,★★★
Canada,2021,157506426,24423,13,80,North America,★★★★★
Russia,2021,158575543,5310,18,74,Europe/Asia,★★
Brazil,2021,159277346,23181,19,50,South America,★★★★★
Brazil,2021,161424038,16803,20,83,South America,★★★★
China,2021,163174244,2050,2,57,Asia,★
Germany,2021,163842394,13154,6,47,Europe,★★★
UK,2021,168539123,23216,9,11,Europe,★★★★★
Germany,2021,175847929,15801,21,38,Europe,★★★★
USA,2021,184932908,7980,14,79,North America,★★
Australia,2021,186031357,20495,13,41,Oceania,★★★★★
UK,2021,186341269,7807,7,28,Europe,★★
France,2021,188800421,22517,13,39,Europe,★★★★★
France,2021,193295886,14030,2,93,Europe,★★★
USA,2021,193327007,18368,22,48,North America,★★★★
UK,2021,202845663,15983,21,61,Europe,★★★★
Brazil,2021,206790953,16444,10,20,South America,★★★★
China,2021,215101527,17766,11,71,Asia,★★★★
China,2021,218135114,5632,12,70,Asia,★★
China,2021,219931816,18380,13,25,Asia,★★★★
Canada,2021,222192108,14496,14,29,North America,★★★
USA,2021,225488269,4622,21,30,North America,★
Brazil,2021,227229488,11472,22,51,South America,★★★
India,2021,230633564,6248,23,82,Asia,★★
France,2021,253618081,8708,8,31,Europe,★★
UK,2021,262536193,6216,3,81,Europe,★★
Canada,2021,268732505,10706,3,46,North America,★★★
India,2021,271488054,16625,10,36,Asia,★★★★
USA,2021,274647018,12393,5,64,North America,★★★
USA,2021,275479396,14689,11,33,North America,★★★
Russia,2021,281905426,181,5,10,Europe/Asia,★
Russia,2021,285288549,1166,19,42,Europe/Asia,★
France,2021,285584872,17666,23,23,Europe,★★★★
Brazil,2021,286222972,24543,3,86,South America,★★★★★
Canada,2021,289558213,8741,13,33,North America,★★
China,2021,290089499,12791,5,73,Asia,★★★
Australia,2021,294820788,11073,6,66,Oceania,★★★
Australia,2021,294974414,19565,19,95,Oceania,★★★★
Russia,2021,302119292,298,12,39,Europe/Asia,★
Brazil,2021,303067588,19398,24,15,South America,★★★★
India,2021,303537414,606,13,14,Asia,★
India,2021,304414446,17015,8,14,Asia,★★★★
Brazil,2021,312270137,9018,18,16,South America,★★
Russia,2021,312861231,12920,22,80,Europe/Asia,★★★
Germany,2021,315891752,19642,18,57,Europe,★★★★
UK,2021,315931748,8883,14,34,Europe,★★
China,2021,318528633,257,23,65,Asia,★
Brazil,2021,320109783,1831,2,17,South America,★
Canada,2021,321118518,22853,5,79,North America,★★★★★
China,2021,322161509,16104,4,79,Asia,★★★★
UK,2021,323950816,2997,24,49,Europe,★
Brazil,2021,324463958,145,11,74,South America,★
USA,2021,324600543,19460,13,73,North America,★★★★
USA,2021,329392595,11069,6,85,North America,★★★
UK,2021,330809284,5559,2,35,Europe,★★
Germany,2021,333765759,7113,14,90,Europe,★★
Brazil,2021,335823601,21937,24,85,South America,★★★★★
Canada,2021,336611643,2925,9,82,North America,★
USA,2021,338203109,14968,12,17,North America,★★★
UK,2021,339275625,18666,14,79,Europe,★★★★
Australia,2021,340851833,21584,14,61,Oceania,★★★★★
Australia,2021,342414448,3850,13,62,Oceania,★
Germany,2021,347371096,12219,4,83,Europe,★★★
Australia,2021,349056932,13107,13,75,Oceania,★★★
Canada,2021,351605279,20070,12,67,North America,★★★★★
UK,2021,352587547,603,10,87,Europe,★
UK,2021,363950659,19853,3,32,Europe,★★★★
Canada,2021,368865663,12069,9,27,North America,★★★
Brazil,2021,371012817,24968,9,57,South America,★★★★★
Germany,2021,377654516,24252,7,31,Europe,★★★★★
USA,2021,383510450,7812,2,38,North America,★★
France,2021,399331582,2931,7,27,Europe,★
Brazil,2021,404145645,20673,15,98,South America,★★★★★
India,2021,405815974,12149,16,72,Asia,★★★
France,2021,406118880,10050,6,69,Europe,★★★
China,2021,415387133,4878,9,96,Asia,★
Canada,2021,416702300,15853,12,53,North America,★★★★
India,2021,423244484,18525,22,69,Asia,★★★★
USA,2021,429496527,19322,3,83,North America,★★★★
China,2021,436232581,17187,9,39,Asia,★★★★
USA,2021,449457084,13143,4,54,North America,★★★
India,2021,454597109,12179,8,89,Asia,★★★
Brazil,2021,454621736,11915,16,83,South America,★★★
France,2021,455875444,22445,21,74,Europe,★★★★★
Germany,2021,459197417,1571,18,24,Europe,★
Canada,2021,465498990,8472,16,32,North America,★★
France,2021,466183741,4548,19,55,Europe,★
France,2021,470294385,4031,5,10,Europe,★
Brazil,2021,472939463,11867,7,51,South America,★★★
USA,2021,473855727,1023,3,55,North America,★
Russia,2021,474830663,13980,15,51,Europe/Asia,★★★
Russia,2021,476112807,15510,4,80,Europe/Asia,★★★★
Australia,2021,484175063,3644,16,36,Oceania,★
Australia,2021,484907672,3007,4,85,Oceania,★
UK,2021,488162090,9490,15,27,Europe,★★
China,2021,488697466,20109,19,53,Asia,★★★★★
USA,2021,488899988,11464,13,51,North America,★★★
China,2021,489148644,21629,3,36,Asia,★★★★★
Canada,2021,494565801,13207,3,76,North America,★★★
UK,2021,495898344,14137,4,58,Europe,★★★
France,2021,498583875,15419,24,16,Europe,★★★★
Brazil,2021,500746610,3277,15,20,South America,★
Brazil,2021,507403767,14324,4,10,South America,★★★
France,2021,511767625,13788,7,54,Europe,★★★
Australia,2021,512788387,17965,3,95,Oceania,★★★★
USA,2021,514953631,8613,23,86,North America,★★
Australia,2021,517868655,5332,15,63,Oceania,★★
China,2021,518175795,2013,15,75,Asia,★
Australia,2021,523249879,19088,9,93,Oceania,★★★★
Germany,2021,533992018,5462,9,36,Europe,★★
China,2021,534263952,16668,14,42,Asia,★★★★
Brazil,2021,534347974,12008,16,27,South America,★★★
Australia,2021,534884333,16165,23,52,Oceania,★★★★
India,2021,540941420,2428,23,49,Asia,★
France,2021,541887196,16525,11,52,Europe,★★★★
USA,2021,546340204,3747,7,49,North America,★
India,2021,557536121,7951,15,18,Asia,★★
USA,2021,560301882,3391,19,86,North America,★
India,2021,565946734,8266,23,97,Asia,★★
USA,2021,570700068,16347,2,85,North America,★★★★
India,2021,573701508,9722,13,71,Asia,★★
France,2021,575846453,7979,4,20,Europe,★★
Germany,2021,578113114,8882,11,93,Europe,★★
Brazil,2021,580218885,1754,2,92,South America,★
Germany,2021,581226716,23771,11,22,Europe,★★★★★
India,2021,583557360,9062,13,16,Asia,★★
Australia,2021,583616927,8796,9,58,Oceania,★★
UK,2021,597669819,3123,24,18,Europe,★
Canada,2021,600012386,18638,6,92,North America,★★★★
Australia,2021,600584932,18529,17,61,Oceania,★★★★
USA,2021,600735838,7181,8,56,North America,★★
USA,2021,602297485,5810,13,88,North America,★★
Germany,2021,603787233,4734,2,97,Europe,★
USA,2021,606385168,16572,15,51,North America,★★★★
Brazil,2021,607447796,5784,8,55,South America,★★
China,2021,617960712,3132,6,41,Asia,★
Canada,2021,624358847,15595,17,32,North America,★★★★
India,2021,626570968,14011,10,38,Asia,★★★
Russia,2021,632660896,20294,11,11,Europe/Asia,★★★★★
Brazil,2021,633654437,24765,14,24,South America,★★★★★
USA,2021,634966455,12454,11,55,North America,★★★
Germany,2021,639076247,22036,18,66,Europe,★★★★★
France,2021,649405064,17043,8,51,Europe,★★★★
Germany,2021,650235660,11518,11,58,Europe,★★★
India,2021,660863507,4778,2,70,Asia,★
Germany,2021,665699996,2022,9,20,Europe,★
Russia,2021,667112110,6926,5,81,Europe/Asia,★★
India,2021,674425146,14962,11,39,Asia,★★★
USA,2021,676225565,4400,20,89,North America,★
Brazil,2021,678749613,19110,5,98,South America,★★★★
Australia,2021,680452696,10823,7,59,Oceania,★★★
Russia,2021,681432542,12334,4,59,Europe/Asia,★★★
Germany,2021,682161098,2618,24,33,Europe,★
France,2021,683202696,3730,10,16,Europe,★
Canada,2021,686568553,4009,3,78,North America,★
Russia,2021,692038994,11616,2,91,Europe/Asia,★★★
Australia,2021,696298620,23311,18,72,Oceania,★★★★★
Brazil,2021,698380814,8112,20,57,South America,★★
China,2021,708693819,14211,16,50,Asia,★★★
USA,2021,712987119,11164,16,58,North America,★★★
Australia,2021,713234305,6111,10,54,Oceania,★★
India,2021,718147297,11915,22,29,Asia,★★★
Russia,2021,725252664,9630,20,14,Europe/Asia,★★
Australia,2021,725627868,4250,7,65,Oceania,★
UK,2021,732453126,7550,2,38,Europe,★★
Australia,2021,732568775,804,19,87,Oceania,★
Russia,2021,742018011,24807,14,35,Europe/Asia,★★★★★
France,2021,742975559,2094,8,74,Europe,★
France,2021,743462208,14766,23,60,Europe,★★★
China,2021,745559348,12307,23,61,Asia,★★★
Canada,2021,746874416,10686,14,32,North America,★★★
Brazil,2021,756670622,5924,17,16,South America,★★
Australia,2021,758882359,10489,8,52,Oceania,★★★
India,2021,764079262,19045,18,64,Asia,★★★★
USA,2021,766274224,14175,3,22,North America,★★★
Brazil,2021,772676643,7160,14,79,South America,★★
India,2021,773007053,21623,12,21,Asia,★★★★★
Germany,2021,773252578,1608,14,82,Europe,★
Germany,2021,778656880,5423,6,48,Europe,★★
Canada,2021,785544459,24467,14,56,North America,★★★★★
UK,2021,785746680,6693,24,67,Europe,★★
Germany,2021,788376760,20529,4,20,Europe,★★★★★
China,2021,794158613,16351,18,69,Asia,★★★★
Russia,2021,794377267,24981,24,65,Europe/Asia,★★★★★
Australia,2021,794937623,7082,8,72,Oceania,★★
Brazil,2021,798209040,7191,17,92,South America,★★
USA,2021,801193717,19908,12,80,North America,★★★★
Brazil,2021,801654296,2527,11,88,South America,★
France,2021,809051364,8998,9,93,Europe,★★
Canada,2021,817028769,24898,19,89,North America,★★★★★
India,2021,820482307,22225,16,29,Asia,★★★★★
Canada,2021,823903330,9326,16,58,North America,★★
India,2021,824303300,16851,17,21,Asia,★★★★
India,2021,825601607,11477,7,34,Asia,★★★
Brazil,2021,835187810,22684,8,28,South America,★★★★★
Brazil,2021,835361508,5620,2,25,South America,★★
Brazil,2021,840367711,18311,4,16,South America,★★★★
Australia,2021,840594842,10546,16,16,Oceania,★★★
Brazil,2021,845528184,1027,15,21,South America,★
Brazil,2021,846855882,11225,6,79,South America,★★★
China,2021,849603702,19462,13,71,Asia,★★★★
India,2021,856137832,9244,2,56,Asia,★★
Brazil,2021,860204915,13707,21,71,South America,★★★
Germany,2021,861305975,18927,3,66,Europe,★★★★
UK,2021,863159282,6670,14,37,Europe,★★
China,2021,865375759,23461,12,66,Asia,★★★★★
Germany,2021,865574138,4922,12,84,Europe,★
Canada,2021,866178778,6632,16,90,North America,★★
Brazil,2021,868175895,20525,11,66,South America,★★★★★
Germany,2021,871241184,7708,2,78,Europe,★★
Germany,2021,874223030,3154,2,83,Europe,★
UK,2021,886471274,24426,17,80,Europe,★★★★★
